Voltage_measured,Current_measured,Temperature_measured,Current_load,Voltage_load,Time
4.2049198480597365,-0.0004929140479899,4.902169412870768,0.0004,0.0,0.0
4.204857977232972,-0.0017757537287706,4.951859142687968,0.0004,4.221,9.344
3.84761263129224,-1.9870251031448336,5.002840086578663,1.9992,2.679,20.109
3.823918850290989,-1.988520109187444,5.083238507310292,1.9992,2.68,30.125000000000004
3.804295491651587,-1.9903840569684532,5.166915861254504,1.9992,2.664,40.188
3.786679570608752,-1.9900659803501384,5.280483143814277,1.999,2.649,50.219
3.770344173347981,-1.9881166718777816,5.396168468920527,1.9992,2.634,60.25
3.754556130736854,-1.9894593304242287,5.530109663316567,1.999,2.619,70.25
3.739355054386207,-1.9894760159566436,5.652631976801561,1.9992,2.604,80.23400000000001
3.724266212542786,-1.987316182471749,5.75478538304525,1.9992,2.59,90.313
3.7095342515391208,-1.9871956768816723,5.889504088070268,1.9992,2.58,100.344
3.695162481981855,-1.989096718150148,6.024153835556608,1.999,2.568,110.328
3.681170416747244,-1.9886708379512283,6.166355197262086,1.999,2.553,120.359
3.667495381178666,-1.988795197311278,6.29314554730963,1.9992,2.542,130.375
3.654481236176893,-1.9879457406184684,6.428059044829508,1.9992,2.532,140.469
3.6420192601876895,-1.9885541920791752,6.581602552131723,1.9992,2.521,150.563
3.630549444406943,-1.9884347842726795,6.696316623009175,1.999,2.512,160.594
3.619798141618984,-1.9875995094223045,6.837301775708567,1.9992,2.503,170.547
3.609728360786136,-1.9890662324783337,6.944222969638168,1.999,2.495,180.594
3.600289056906517,-1.988511390504276,7.08087027346166,1.999,2.487,190.625
3.591578470344404,-1.9891201909529648,7.217815264958455,1.999,2.48,200.734
3.583714573611848,-1.988430972819918,7.379823846301751,1.999,2.474,210.781
3.576570931730014,-1.9881072398101547,7.505694685807036,1.9992,2.468,220.828
3.569791923686122,-1.9874519497122063,7.639960647645498,1.9992,2.462,230.828
3.5635973959390377,-1.9884743589090024,7.770942919006249,1.9992,2.456,240.844
3.55789781952943,-1.9880996243132616,7.877735225118386,1.999,2.452,250.875
3.5527326874966727,-1.9879546013572729,8.01156309195096,1.999,2.446,260.859
3.547733578570743,-1.9906214379805685,8.142630919382672,1.9992,2.442,270.891
3.543221978139155,-1.990202949093989,8.24456010172022,1.9992,2.438,280.969
3.5388222260090973,-1.9890101787087164,8.354377043052517,1.999,2.434,291.016
3.534777588134185,-1.9892710369104345,8.446300168041187,1.999,2.431,301.031
3.53094281337019,-1.989114249349022,8.566912407022583,1.999,2.427,311.047
3.5274164874312723,-1.9891972004889464,8.690079461872648,1.999,2.424,321.094
3.523780117773483,-1.9890148185936,8.783286880965946,1.999,2.42,331.109
3.520522718929922,-1.989491161299881,8.878976661063119,1.9992,2.417,341.078
3.51734804297389,-1.9888072932182228,8.987984468054549,1.9992,2.414,351.094
3.5142100984152305,-1.987336962754588,9.108284354543237,1.999,2.412,361.141
3.511306282917817,-1.9875966599898445,9.21463624726652,1.999,2.41,371.141
3.5084525176073598,-1.988865356761771,9.30772512453701,1.999,2.408,381.109
3.50580230670353,-1.988265648959061,9.367126156191548,1.999,2.404,391.109
3.503066097283905,-1.9862935913091289,9.44796985038588,1.999,2.402,401.125
3.50052084901595,-1.988447034688661,9.513082140781522,1.999,2.402,411.156
3.4979512804077557,-1.9883697900769377,9.64455049129202,1.9992,2.4,421.156
3.4953613224602558,-1.9902396400498663,9.706688761487662,1.9992,2.398,431.25
3.4929717274670806,-1.9896037410981824,9.772912911999926,1.9992,2.398,441.25
3.490543158110144,-1.9884266210197044,9.891012234821613,1.999,2.396,451.281
