Voltage_measured,Current_measured,Temperature_measured,Current_charge,Voltage_charge,Time
3.675287882679149,-0.0009675554475131,26.32808869191088,-0.0006,0.002,0.0
3.466044204993785,-2.2571590453370423,26.3314839809674,-2.2697,2.386,2.4849999999999994
3.799365536812309,1.4899471346171935,26.35122040927859,1.4995,4.542,5.094000000000001
3.810768013543835,1.4897627837057503,26.351659290298016,1.4995,4.555,7.562999999999999
3.817918505290552,1.4934482132462552,26.340577640545074,1.4995,4.555,10.094
3.82388057384314,1.4923715396054595,26.319697367055124,1.4995,4.567,12.610000000000005
3.828439207255951,1.4905210032973564,26.30369187939858,1.4995,4.567,15.078
3.832105490736725,1.4897343825562992,26.29634881520419,1.4995,4.58,17.547
3.835523457051613,1.4899833781908498,26.279918549225297,1.4995,4.58,20.016
3.838398702871522,1.4910582304760407,26.27590949635758,1.4995,4.58,22.485000000000003
3.841073125910837,1.4917584573568152,26.25933798939461,1.4995,4.58,25.000000000000004
3.843317021227985,1.4921843804910848,26.25603502842537,1.4995,4.58,27.532
3.8455546988627938,1.491562044966084,26.2447193795193,1.4995,4.593,30.047
3.8475574374062114,1.4886122941199904,26.238028576552537,1.4995,4.593,32.578
3.849496626105389,1.4923341766345526,26.22871450409126,1.4995,4.593,35.093999999999994
3.851075780959847,1.4895667787579887,26.22068229945503,1.4995,4.593,37.625
3.8529609426185214,1.488905513127005,26.2141795929761,1.4995,4.593,40.141
3.854686732320058,1.49106958952248,26.20383493774013,1.4995,4.593,42.61
3.856234375505059,1.4890693720756911,26.19876976957515,1.4995,4.593,45.078
3.857534446563177,1.490630035980692,26.190426713823054,1.4995,4.593,47.547
3.859060282036307,1.4912935272049814,26.18793222356273,1.4995,4.605,50.032
3.860200592000581,1.4921713588039922,26.17755598281496,1.4995,4.605,52.547
3.8615417685157913,1.4895464667505136,26.16686661115193,1.4995,4.605,55.078
3.862560469488831,1.4932152763273767,26.16522302641948,1.4995,4.605,57.61
3.864371635241004,1.4910806724693233,26.15247864984631,1.4995,4.605,60.125
3.86537268447356,1.4909250248264898,26.152619801072458,1.4995,4.605,62.657
3.8663778648412537,1.488500250731008,26.142716466945995,1.4995,4.605,65.172
3.8676099974588425,1.490398480358307,26.139759824893723,1.4995,4.605,67.703
3.8689423964994,1.489878045321827,26.133226747419908,1.4995,4.605,70.157
3.8696074311441366,1.488661426550015,26.123624069109724,1.4995,4.618,72.625
3.871197721199705,1.4930782272836476,26.1215385990235,1.4995,4.618,75.094
3.872012681371515,1.4921698573849973,26.12139683638105,1.4995,4.618,77.625
3.8729075918556415,1.4902469929962523,26.123554120254195,1.4995,4.618,80.172
3.8744608187627,1.4931872063831697,26.116684728472773,1.4995,4.618,82.688
3.8753485214117473,1.4938825027768086,26.12060147295388,1.4995,4.618,85.219
3.8762578779311383,1.491005733087985,26.115608982541183,1.4995,4.618,87.735
3.87757700268365,1.4937613935823717,26.106769023260394,1.4995,4.618,90.25
3.878477893363177,1.4911726987312723,26.108532023276343,1.4995,4.618,92.782
