Voltage_measured,Current_measured,Temperature_measured,Current_load,Voltage_load,Time
4.194606941815903,-0.0025312193782775,25.56118395535826,0.0006,0.0,0.0
4.19457810413639,-0.0039067324325916,25.571839625030623,0.0006,4.21,9.297000000000004
3.545220536226762,-4.025097933303083,25.715927906478075,3.996,1.603,23.407000000000004
3.485588232775348,-4.0252648014999535,26.255471548578686,3.996,1.546,36.875
3.438126727046248,-4.028539397207079,26.85135870703635,3.996,1.501,50.485
3.3982746408533635,-4.026210249922593,27.43380411047288,3.996,1.461,64.172
3.3660777903848587,-4.0261562217709095,27.998466083286903,3.996,1.426,77.78200000000001
3.3372173462007177,-4.02666545276885,28.543110111207596,3.996,1.393,91.375
3.314300892444826,-4.028702132098749,29.093673743185427,3.996,1.365,104.985
3.296024446034045,-4.030191034393366,29.637218570446223,3.996,1.345,118.594
3.2811963096113232,-4.02556125734446,30.151339767284025,3.996,1.329,132.219
3.265267433677366,-4.02825472026176,30.666949374788327,3.996,1.315,145.782
3.25566051655642,-4.027993245720107,31.18612155048793,3.996,1.302,159.407
3.2468591428952944,-4.026616524280122,31.67100550020767,3.996,1.294,173.063
3.237749505299951,-4.027610180531855,32.139874670565064,3.996,1.286,186.688
3.2282101099869243,-4.025729995536849,32.57327204003732,3.996,1.277,200.297
3.219020095958909,-4.028551684193885,32.9873872239752,3.996,1.269,213.891
3.2105846586532767,-4.028254391584468,33.388695944679526,3.996,1.26,227.469
3.2027077933841763,-4.027971705153538,33.77865246515726,3.996,1.252,241.016
3.194534270447011,-4.026828619437327,34.13946981915362,3.996,1.244,254.641
3.186638271985626,-4.02823983007525,34.48725095558851,3.996,1.236,268.219
3.1800979207338678,-4.0278370014098,34.83262539917207,3.996,1.231,281.844
3.173718254455973,-4.028802655836834,35.15171345127651,3.996,1.225,295.438
3.1676633052299907,-4.026389229077755,35.443553719941015,3.996,1.219,309.047
3.1604069923595657,-4.024990008824879,35.73901193068715,3.996,1.213,322.625
3.1555233158178515,-4.028968139663211,36.03177893134544,3.996,1.208,336.235
3.15021307080236,-4.027095023191798,36.31261039337134,3.996,1.204,349.782
3.145601509444872,-4.0289969235169485,36.57763319918359,3.996,1.2,363.375
3.139841970389396,-4.029058408998227,36.823879798846505,3.996,1.196,376.985
3.1337711974235507,-4.027310662776034,37.07756626782552,3.996,1.191,390.579
3.128183344996597,-4.027246681548802,37.33037883895397,3.996,1.186,404.172
3.1218314042255404,-4.029543914310471,37.5914198003378,3.996,1.181,417.75
3.1160542046097017,-4.024172357817832,37.84642148861704,3.996,1.176,431.36
3.109908727110905,-4.029392501334041,38.09487519523942,3.996,1.17,444.875
3.104501695752496,-4.029292814212695,38.34609887729785,3.996,1.165,458.454
3.0986628035152592,-4.02942310081749,38.60362388632088,3.996,1.16,472.032
3.0933039520621546,-4.028923605275428,38.86109869179597,3.996,1.155,485.594
3.08801244744264,-4.024939467293749,39.12332197785811,3.996,1.15,499.188
3.082735766376849,-4.0263118326936205,39.37855411607456,3.996,1.145,512.797
3.078647233072278,-4.028432091688264,39.63713774593913,3.996,1.14,526.36
3.073633136299676,-4.02751583662914,39.89044366903191,3.996,1.136,539.938
3.0689482648701185,-4.029097625455656,40.146664484426765,3.996,1.132,553.5
3.064341850467392,-4.029744345096044,40.40165640226321,3.996,1.127,567.016
3.0601007248244643,-4.027937521908938,40.65544100466941,3.996,1.122,580.563
3.0554219629294206,-4.028168956520541,40.90578934589794,3.996,1.118,594.063
3.0509858265860057,-4.029700552625785,41.168200525245695,3.996,1.114,607.688
3.046965299751632,-4.028584600538797,41.41308292822397,3.996,1.109,621.282
3.04252125672214,-4.025234503143528,41.653993337198905,3.996,1.104,634.875
3.038342150549289,-4.027432749047974,41.90231360593434,3.996,1.1,648.5
3.0340728088979727,-4.027315513914021,42.15111593644428,3.996,1.095,662.063
3.029885097283554,-4.029974529190065,42.38826024840491,3.996,1.09,675.704
3.02557337707326,-4.027055609361484,42.62799782675045,3.996,1.086,689.297
3.0213330992682934,-4.028074379523601,42.8624466678479,3.996,1.081,702.86
3.0172682607439048,-4.027678419739551,43.10682731080046,3.996,1.077,716.454
3.01313209661332,-4.026965883036575,43.33774476674349,3.996,1.072,730.047
3.0090118876528287,-4.029955159149346,43.58764372443134,3.996,1.068,743.657
3.004410142330493,-4.029146770877378,43.812754348207214,3.996,1.063,757.219
2.996815761689771,-4.028477653131649,44.059350773111575,3.996,1.056,770.844
2.9927360994419043,-4.027059406726247,44.3055510732068,3.996,1.05,784.407
2.9879777336423903,-4.028494468665819,44.52855754349396,3.996,1.045,797.938
2.983962773174122,-4.026506589631883,44.76838035124951,3.996,1.04,811.469
2.979798037172118,-4.02822370330249,45.0066525331028,3.996,1.036,825.063
2.975118425888202,-4.028246619518216,45.22057555811304,3.996,1.031,838.641
