Voltage_measured,Current_measured,Temperature_measured,Current_load,Voltage_load,Time
4.189653140378957,-0.0013390850111598,6.705608676431448,0.0004,0.0,0.0
4.19007809729293,-0.001314180993923,6.729589499475553,0.0006,4.205,9.313
3.4217285885047914,-4.026776412891713,6.89320578887025,3.996,1.458,21.875
3.2860827031041127,-4.02630474560701,7.326814758825622,3.996,1.373,33.672
3.022662850442688,-4.0270290979278105,7.865973480864937,3.996,1.204,45.453
2.4993333399953035,-4.024920679348993,8.552314409308655,3.996,0.829,57.235
1.918957726187492,-3.742864114577028,9.545158085400203,3.996,0.187,69.0
3.89078749861966,-0.0024975496370425,10.505065969353318,0.0004,0.001,80.907
3.986571991050164,0.0006136691075505,10.865556753995854,0.0004,0.001,92.953
4.026207218019266,-0.0026221229822877,10.959408995323104,0.0004,0.001,105.157
4.048445741521479,-0.0037979762560455,10.92592605200128,0.0004,0.001,117.328
4.063106130855047,-0.0004419988863676,10.915536993845604,0.0004,0.001,129.547
4.073518310901672,-2.3029866508887903e-05,10.829802903009154,0.0002,0.001,141.703
4.0820682655293545,-0.0029447272977688,10.736700210751328,0.0004,0.001,153.922
4.08848976275222,-0.0044555984790872,10.671640060670876,0.0004,0.001,166.172
4.094014791828653,-0.0058350243475111,10.57547431345499,0.0002,0.001,178.297
4.09852758441081,-0.001719976944433,10.237953988782484,0.0004,0.001,190.5
4.102845278142021,-0.002316913835547,9.561490622390888,0.0004,0.001,202.672
4.106025285339495,-0.0025014610423811,9.24249586562178,0.0004,0.001,214.86
4.109237919277225,-0.0025410961292271,9.074550127945171,0.0004,0.001,227.016
4.112053192641818,-0.0016267281319517,8.873172689943939,0.0004,0.001,239.141
4.114002734757185,-0.0028669537500229,8.672899999941416,0.0002,0.001,251.297
4.11631511915683,-0.0049882546509382,8.351054895245978,0.0004,0.001,263.516
4.118381914211508,-0.0018832490117054,8.15543348135081,0.0004,0.001,275.719
4.119987930513605,-0.0006704220701694,7.956995730185566,0.0004,0.001,287.922
4.12145098237215,0.0011779749840066,7.871179983862705,0.0004,0.001,300.172
4.122861029299558,-0.0167971242473599,7.464211421164073,0.0004,0.001,312.344
4.124060217217315,-0.006691309999351,7.331564676643975,0.0004,0.001,324.563
4.12535530039446,-6.311809038111178e-05,7.1575564838767605,0.0004,0.001,336.719
4.126296133073772,-0.0017114011508624,7.044914535368392,0.0004,0.001,348.922
4.126958314152267,-0.0011281581230335,6.917204336462297,0.0004,0.001,361.063
4.128202510181382,-0.0029826994080862,6.69120462295085,0.0004,0.001,373.25
4.129067832726836,-0.0011423675021504,6.48941245271569,0.0002,0.001,385.469
4.129951107609154,-0.0011726793574628,6.306729346424207,0.0004,0.001,397.61
4.1305957775371605,-0.0207881209018754,6.557187793103939,0.0004,0.001,409.766
4.131503740834338,-0.0005796263175486,6.647154877473531,0.0004,0.001,422.0
4.131816211454738,-0.0014321875823965,6.577381801852622,0.0002,0.001,434.172
4.132668707324115,-0.0007558729823489,6.646811536634049,0.0004,0.001,446.36
