Voltage_measured,Current_measured,Temperature_measured,Current_charge,Voltage_charge,Time
3.722235810070889,-0.004820411648501,25.510520501951017,-0.001,-0.007,0.0
3.3018242995261127,-3.791331149776634,25.52188295831598,-3.801,1.499,2.4840000000000018
3.862444867336535,1.5131781309275938,25.55955543008988,1.507,4.581,5.156000000000002
3.879320114059926,1.5099640105078176,25.57140717954756,1.506,4.608,7.609000000000002
3.889442973531125,1.5153172503482493,25.565412543010414,1.507,4.619,10.078000000000005
3.897171157737372,1.5134656470382015,25.571647948527,1.506,4.629,12.578000000000005
3.9031655100041465,1.5106477149860442,25.568632227534454,1.507,4.635,15.062000000000005
3.9087896132060167,1.5130304870952704,25.565731163777038,1.506,4.64,17.578000000000003
3.913743471416173,1.51219627754869,25.560890186120943,1.507,4.646,20.125
3.918346345207423,1.514222817804434,25.544985147268758,1.507,4.651,22.656
3.9224953900725934,1.514140783739324,25.548035335521497,1.507,4.656,25.187000000000005
3.92656463236912,1.5134331299212116,25.54736902705348,1.507,4.656,27.703000000000003
3.9296165447413993,1.5135881544211585,25.54511795759961,1.506,4.662,30.234
3.9335493838557736,1.509688698076589,25.54067864035785,1.507,4.662,32.75
3.936916321863829,1.5131736371784992,25.54436698870516,1.507,4.667,35.265
3.939760431763904,1.511974751114596,25.537950304400667,1.506,4.672,37.734
3.942867126696641,1.5126904161745736,25.536999161360253,1.507,4.672,40.219
3.945897935066544,1.511655391759314,25.543615875813767,1.507,4.678,42.672
3.948605565159751,1.5128679969800454,25.53971532799084,1.506,4.678,45.156
3.95124648611252,1.514221218697907,25.53905977731355,1.507,4.683,47.625
3.9536596318364943,1.5164838761779076,25.538638924277627,1.507,4.683,50.094
3.9562935107089383,1.5118838641160528,25.539566929919367,1.507,4.689,52.562
3.958837172879609,1.5137512144502898,25.53543932156961,1.507,4.689,55.031000000000006
3.961125417416443,1.513752242164372,25.53929262835498,1.507,4.694,57.562
3.96378777729544,1.512222799843974,25.533756747518083,1.507,4.694,60.078
3.965948281090471,1.5133867321978995,25.53101856857017,1.507,4.699,62.609
3.9679842772057103,1.5144189994143549,25.535801883438083,1.507,4.699,65.125
3.97003814835215,1.5103295140972828,25.52851919810724,1.506,4.699,67.656
3.972168411871621,1.5121018261206098,25.53842465574552,1.506,4.705,70.14
3.974189113739445,1.5086636961090978,25.5296788300956,1.506,4.705,72.60900000000001
3.9764869010669353,1.5134791697968044,25.53642953375103,1.507,4.71,75.125
3.9778973305209,1.5117666871142963,25.53515411638062,1.506,4.71,77.656
3.979950571153351,1.5138228958520257,25.540830763640383,1.506,4.71,80.172
3.981931920380535,1.5149089396059887,25.538420863095062,1.507,4.71,82.703
3.9832306401008815,1.512361881393105,25.543779430875787,1.507,4.716,85.219
3.985570530194908,1.5152688054900874,25.544952152860876,1.507,4.716,87.781
3.98682595098379,1.5120687582455798,25.549875851282927,1.507,4.721,90.297
3.988712756811808,1.5135389835701,25.54021286802749,1.507,4.721,92.828
3.990107565430964,1.5151445697412862,25.54318504426699,1.506,4.721,95.344
3.991546787989416,1.513534795065803,25.55500975583911,1.506,4.721,97.859
3.993334993452632,1.5119377437135055,25.55025673937458,1.507,4.726,100.39
3.994677201652772,1.512277403695922,25.560823215630965,1.507,4.726,102.906
3.995942019575186,1.5148746391571422,25.561461921792585,1.507,4.726,105.437
3.997412709971833,1.5141676356318747,25.56100514644313,1.507,4.732,107.906
3.998763006741892,1.5107676792665052,25.566797005583243,1.507,4.732,110.375
4.00017980422261,1.5154846611363566,25.56447908103249,1.507,4.732,112.844
4.001467810781469,1.5140638754216007,25.553522780506785,1.507,4.732,115.328
4.002631744316504,1.5160223837489235,25.56834799997152,1.507,4.737,117.797
4.004109185585398,1.5141255615883058,25.55946507333781,1.507,4.737,120.312
4.005208407602161,1.5130288596874877,25.55852878482176,1.507,4.737,122.828
4.006740743215042,1.5120251347968228,25.56684466329556,1.506,4.737,125.422
4.007626151737555,1.5131681664537628,25.57250477382652,1.506,4.743,127.937
4.008982040744101,1.5149007927673963,25.57765509500921,1.507,4.743,130.469
4.009839760533248,1.5099329050514028,25.58678870737945,1.507,4.743,132.984
4.0107580141691015,1.514339953819257,25.584872901167824,1.507,4.743,135.5
4.012171656106723,1.511333367061739,25.58224480416262,1.506,4.743,138.031
4.013151436724935,1.515112357064844,25.585856263082363,1.507,4.748,140.547
4.01406920857879,1.5127890012419751,25.588493115795192,1.507,4.743,143.078
4.015332128739513,1.5132536277304156,25.5969224627135,1.506,4.748,145.594
4.016217873279488,1.517932231331495,25.60501455103599,1.506,4.748,148.125
4.017097287459683,1.5145712431718852,25.60511042325757,1.507,4.748,150.609
4.017970950725004,1.515220074387111,25.597032936176557,1.507,4.748,153.109
4.019104715700554,1.513593126712815,25.60784953704096,1.507,4.748,155.625
4.02018407879287,1.512783667034691,25.608096592941216,1.507,4.753,158.156
4.0216825486308,1.509080611018546,25.609025209457712,1.507,4.753,160.672
4.021786120527629,1.5144905038281358,25.621036859251515,1.507,4.753,163.203
4.02290902549006,1.5152943709533773,25.618678738106407,1.507,4.753,165.719
4.0235560088208535,1.5156165467290703,25.627412748404176,1.507,4.753,168.234
4.0245390025156444,1.5123538088409851,25.63447221303933,1.507,4.759,170.765
4.02541214462534,1.513783087525356,25.6390414724016,1.506,4.759,173.281
4.026146041523331,1.5107110463653914,25.638719503079773,1.507,4.759,175.812
4.027263038769437,1.5130123058593272,25.657010509261625,1.507,4.759,178.328
4.0276991171420615,1.5147429529516716,25.65261901165958,1.507,4.759,180.844
4.028523045273367,1.5141834377053802,25.660743876486144,1.507,4.759,183.312
4.029206580013681,1.5139202588587428,25.6594327566496,1.507,4.759,185.797
4.029879218566878,1.510290812404885,25.665093207795557,1.507,4.764,188.25
4.030646833968845,1.5122377797226212,25.66735554159797,1.507,4.764,190.719
4.031505671168292,1.513191195161648,25.668452564515256,1.507,4.764,193.203
4.032008173659992,1.515318694742667,25.67340607574986,1.506,4.764,195.734
4.032838582636618,1.5123881659538632,25.677662084587173,1.507,4.764,198.25
4.033323687183012,1.51419369527393,25.681894422792237,1.507,4.764,200.719
4.034063950141863,1.517323130828092,25.69085674600779,1.507,4.764,203.187
4.03490758148196,1.5126535760527515,25.6985991212216,1.507,4.77,205.656
4.035615506446471,1.5118853219756498,25.700312392053704,1.507,4.77,208.187
